Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,7/10/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1380.306241,1452.544709,1513.651449,1592.614477,1729.399978,1850.954769,1959.62783,2023.627564,1896.386749,2032.34701,2347.544318,2649.801514,3030.432514,3426.276221,3665.862798,4299.745618,4138.167788,4681.439932,5976.938169,7804.762081,10032.06208,9599.306222,9146.077357,8691.518813,8179.194441,8652.216542,10611.11221,13118.58653,15987.16808,16239.2822,19095.467,19900.72665,20487.17079,18389.01957,19709.2381,23024.55583,24230.43148,26641.01965,28068.83849,28428.77302,27987.75116,27500.14578,29863.58907,34265.1276,40068.31145,41803.89138,44326.9146,50293.44055,46985.56797,38454.2265,39079.84261,41652.55709,42018.72546,42938.42518,46967.66814,44472.1517,40539.91961,39932.06029,42491.36444
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614.640122,1314.67067,757.2235485,550.0155426,519.8161871,578.3367633,689.0166022,807.0145679,851.5157446,673.526011,749.8961143,801.9904139,853.5279011,1010.00798,1305.047486,1642.775074,1996.057129,2635.353882,3324.735879,2822.651737,3073.524753,3842.618221,4249.670165,4341.435122,4438.687497,3756.383768,3857.281728,4045.41705,4344.630952
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,183.4495622,190.2187719,195.4922595,211.0647991,230.0887184,265.323346,267.7484273,214.8321482,200.3071662,230.2873081,253.5665638,269.3683252,228.859956,259.7017343,296.8898411,281.4061265,271.1255517,306.8099945,345.8345536,372.0602585,402.0605623,372.0773779,345.6414812,337.1628999,355.666675,352.3528246,435.0682538,374.4703415,372.6841132,365.8896572,398.6370001,433.7730651,409.7466254,370.4192479,328.7445864,379.9880073,397.1359369,384.7961564,407.5233036,410.3342297,258.4709595,269.0149984,304.5645608,367.8215216,417.5081649,491.9463779,911.9986756,1078.160509,1210.622257,1074.75538,1298.436952,1558.482133,1613.286837,2378.159512,1968.858263,1766.005701,1931.38947,2025.885857,2202.312165
Gibraltar,GIB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,341.5274722,351.9088665,398.545983,394.3314534,419.7886298,461.3494585,489.071872,475.4218352,477.7804689,508.1078294,518.3742332,493.8334004,456.4910353,429.719768,363.482479,336.6300919,343.5373419,393.7399293,410.7612161,322.4156816,453.4035185,659.992723,715.0968204,674.0855502,672.4244026,651.1353635,717.0507379,769.0039433,787.2380702,769.2560137,733.0207588,821.6514609,885.2512282
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,106.4132245,109.4519199,93.84490888,100.1017727,112.6091961,116.5587618,120.1430164,148.1734891,183.081415,213.3092623,201.1266813,239.4322797,288.0577088,335.8059798,378.316551,332.6816182,318.6069224,304.837,244.3713217,298.661993,234.6545072,265.4878195,305.3122195,310.2979817,331.8184348,695.4095874,695.1560481,711.7255101,682.2185213,696.4508185,728.6690719,669.3988656,678.6756302,637.9315702,594.151643,505.4201497,411.7724804,335.906217,386.7527625,404.3251037,411.6196713,487.1704917,571.7099709,517.525945,530.7876934,486.049535,477.7012604,696.1521248,622.054103,668.3812029,671.1052855,672.7805341,712.4523977
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,111.6885218,109.3318389,119.7270646,119.776831,130.3665283,142.2810773,145.8767207,148.9771868,158.8656734,153.006192,141.5595325,194.9241624,204.248042,197.0322321,162.6721541,164.9419353,145.9067886,190.4525886,176.2595805,223.4695441,250.1504679,257.7891756,221.7998175,227.0228102,220.9602169,233.2424019,243.4387342,237.1290304,178.8485197,190.6726301,308.1441193,319.6774918,331.4938718,371.2198274,404.3491366,436.3020197,429.6222659,493.0704969,597.5763927,557.1716148,557.6321326,702.7428804,616.4116862,634.482446,622.4817167,603.1585129,661.0076549,736.7255662,777.9699218
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,,,34.79058136,40.75223732,46.97570522,234.3406925,243.7690913,247.8407311,225.4888255,221.137218,218.208409,217.3258292,226.0068125,292.4703648,354.2894549,407.7233909,418.019898,429.4236776,,,202.6290698,138.9373495,155.621852,144.1972478,151.7738225,176.4140568,207.0532101,243.7349313,254.543267,217.0723884,267.4680729,256.2210082,301.1791291,294.0705049,210.4099825,285.5525482,450.63814,824.5495461,663.729505,1067.634779,1725.554738,2313.151289,2744.208156,3618.576094,6152.131238,10963.28936,12857.33605,15908.39183,22942.58345,16667.93682,17272.00977,21613.54923,21712.39502,20384.92453,19368.23091,11278.92894,9244.051798,9738.434224,10173.96302
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,533.6863812,597.287321,630.6139413,701.6204178,784.9543484,888.9219979,981.6523945,1052.120993,1134.356151,1284.212316,1494.387855,1652.326599,1899.675273,2502.814358,2828.748432,3153.235306,3390.545484,3886.374253,4694.633683,5705.949274,5893.66181,5380.267683,5579.234772,5019.878653,4852.565728,4813.71118,5656.505356,6564.884503,7598.028053,7846.678164,9600.18513,10188.36978,11176.45844,10401.98299,11091.28386,12959.32432,13749.11515,13427.83249,13472.13764,13245.18946,12042.95373,12538.17883,14110.31339,18477.57841,21955.10409,22551.73574,24801.15781,28827.32636,31997.28201,29710.9703,26917.75898,25916.29353,22242.68193,21874.8195,21760.9798,18167.77372,18116.45962,18883.46007,20324.25356
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,792.3847095,991.2614482,1153.999574,1245.624686,1276.412627,1347.002749,1372.681992,1477.84062,1678.190775,1872.319096,2162.291018,2408.86184,2758.116073,2886.908295,3117.954477,3192.100493,3153.946709,3272.3228,3411.898916,3632.750611,3861.397822,4370.703998,4705.652241,5057.173965,5040.670468,5213.896269,5682.5961,5741.598633,6644.02496,6658.540847,7212.506822,7832.423352,7290.6971,7257.756622,7291.058897,7444.504768,7789.776381,8369.886755,9096.870646,9628.347487,10163.62985,10833.65833
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,1498.276437,1876.503239,2196.711711,2860.280576,3432.706033,4257.949712,4844.676329,5713.954919,7235.549741,8480.694827,9483.173076,8544.058329,7813.690667,7988.170959,7198.702247,7760.828404,11271.32143,14554.38754,16398.01109,16813.68395,18326.80512,18315.1963,18768.93014,16797.45886,18123.96303,21665.7019,21422.35754,19145.49604,20496.66137,20170.43842,19004.10729,19275.47334,20652.87833,27459.76278,32023.45221,32489.78191,35458.12312,39780.95144,44367.05565,44918.56488,43988.33249,47186.98147,45936.76595,47535.58995,50484.92757,44536.40131,48295.56244,,
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,247.8419862,248.3082085,256.1685067,274.789958,274.6197897,273.4040137,277.4102446,281.6528049,303.2034513,313.8589578,338.682043,343.3624889,353.6609113,420.8677982,504.3304624,566.6854427,661.4878984,810.0638887,875.495024,971.356509,1081.725043,1152.817804,1138.759741,1153.23768,1177.436451,1179.803556,857.009467,820.0383466,886.8008272,929.3140585,825.8073881,991.8622727,1075.428217,1147.026435,1276.332727,1408.024203,1472.275343,1633.966225,1742.083824,1608.684086,1655.58773,1568.376309,1701.771491,1753.349471,1872.737083,2077.83438,2256.56505,2489.948385,2794.213788,2635.748748,2825.519029,3187.866203,3299.665605,3452.921679,3687.836951,3923.573344,4140.590064,4470.610798,4549.010081
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21536.36688,22572.0753,24395.79762,26495.87758,26555.6452,27542.22617,29056.31429,30026.50321,30700.43401,30859.40435,32494.56236,33265.38119,34394.09748,35278.92594,35550.56428,35664.50168,
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,297.6732991,315.3854595,321.5457671,282.3063385,305.3616112,327.1142227,344.1665235,370.1541723,334.8412728,358.3209366,379.8937205,395.2029189,395.2929468,420.6615817,588.1362199,663.4010019,602.6248473,590.0653705,658.4385652,683.3330327,773.1816708,729.6069588,616.9631589,628.1976888,564.526418,588.6134094,660.1527636,468.1401851,551.2636434,509.371017,533.5362054,468.1601974,499.0277096,602.1414776,712.7128542,816.5429329,927.1958956,988.3478364,951.9124771,926.7428086,954.4041525,955.6653806,974.9491933,997.2100346,1056.423886,1105.496454,1954.133308,2331.200342,2566.887085,2756.819889,3033.247725,3425.436441,3788.146749,3934.865262,4031.600662,4166.134826,4542.622067,4586.054572,4634.681335
High income,HIC,GDP per capita (current US$),NY.GDP.PCAP.CD,1390.79893,1450.180117,1546.164098,1643.724056,1772.800707,1902.247707,2063.700056,2191.357977,2353.143901,2554.47321,2783.456785,3059.608076,3516.593468,4222.874086,4718.398204,5213.52139,5631.22572,6320.3678,7522.843538,8622.347879,9545.315334,9613.641842,9454.13517,9694.745327,10041.97704,10470.52506,12624.24909,14530.93688,16252.60102,16879.04128,18824.58404,19752.18334,21122.98208,21126.69208,22491.57708,24767.97248,24816.08328,24246.31341,24180.57659,25236.21326,25593.37992,25179.59544,26074.25654,29038.62775,32098.72833,33715.09539,35334.79881,38341.15999,40417.88874,37632.68438,39169.91218,42067.60655,41867.93103,42121.81948,42776.44942,40165.46132,40763.08586,42346.17325,44705.87306
"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,429.4428744,436.7544115,487.8211341,565.7278104,629.5915258,676.8055071,685.9266141,723.2392256,714.4829696,825.5234491,960.0319615,1106.469717,1384.738437,1893.181242,2144.607713,2252.111881,2850.01461,3429.420276,3923.943731,4569.453707,5700.412634,5991.320261,6133.784079,5595.235139,6208.226159,6542.931537,7435.030698,9071.332602,10609.74564,12097.77516,13485.54489,15465.85886,17976.42938,20395.51737,22502.57974,23497.49231,24818.15455,27330.03335,25808.97095,25091.6666,25756.66378,25230.21633,24665.89,23977.01945,24928.10037,26649.7508,28224.21506,30594.01784,31515.66277,30697.34038,32549.99823,35142.48793,36730.8767,38403.77771,40315.28556,42431.88828,43734.24999,46220.50455,48717.29121
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,164.6447225,169.909593,179.8763898,185.049515,200.4343768,216.8144705,227.7411449,240.5471331,252.5845199,253.2689128,266.1362102,261.2465571,278.6150127,307.3436614,338.1559924,356.457284,414.6231405,497.9382908,895.6497994,993.7274477,1078.808879,1066.169586,1090.998794,1110.477866,1183.027069,1232.871343,1287.411031,1362.886302,1262.066881,1128.282685,993.4830527,911.7555181,942.612765,913.3023086,836.6037387,936.6669981,887.6933678,948.955555,1023.460569,1002.715198,1080.462129,1120.553339,1122.063575,1145.499193,1204.47989,1296.694822,1420.133633,1572.064502,1727.829215,1777.271169,1891.157395,2073.903958,2129.521698,2088.097944,2190.650715,2286.200039,2326.297027,2432.935364,2482.730206
Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),NY.GDP.PCAP.CD,107.4960725,107.770362,114.5834305,135.2059129,117.4479791,133.9213287,142.2803179,135.6548573,139.9184769,151.9026026,154.8210057,162.5724901,171.5242805,201.645739,241.5112539,266.697519,276.8402942,318.1046759,357.0639952,389.6913786,399.8004444,388.7711938,378.5744556,348.8835177,340.6219985,348.5485488,390.2655965,416.6876351,405.1794691,380.5954778,379.4461606,380.1311021,336.8055313,337.2662041,289.331797,320.1023859,324.6444387,330.7404228,338.4691988,329.2729617,344.3959004,319.0247978,333.5752463,369.3324612,412.871117,456.61086,528.7045328,614.5754217,722.1557822,706.4881394,759.4144019,825.3683617,863.6114447,937.1300373,963.5646355,919.6013738,916.401454,990.5868696,931.0829052
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4845.761141,5195.854444,5253.033582,5611.515192,5182.591221,4873.053306,5416.65355,6245.319417,8055.788163,9646.289588,10521.03386,11691.62276,13948.69601,16357.17606,14582.22735,13937.14227,14577.19889,13250.75712,13665.91418,13609.49731,11780.13124,12366.82154,13383.6835,14869.09068
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,70.66113939,68.76454866,70.13801098,71.96218417,77.86248542,82.94764733,84.98538923,83.41218669,81.59291749,85.29574072,70.82628528,76.26363675,76.90189551,94.90457191,112.9961569,133.750064,169.3109219,178.8608397,180.2732374,195.754238,245.2166538,256.2456633,249.4320438,268.2917076,293.186726,317.076446,357.7966088,309.3033965,386.7772342,396.6861392,439.944063,483.873905,308.3713132,251.752719,285.1187788,363.2658259,368.6322377,415.7704833,455.5418961,499.3037489,467.1475588,417.762646,396.6338208,332.6147785,391.0346157,468.7572696,508.9688066,619.8127742,678.8447898,672.0369979,665.6274195,744.2174268,769.7073834,812.68869,831.9598193,815.7282844,735.7551202,765.6139847,868.2847996
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3349.770406,3734.561856,3873.423532,4172.765232,4494.053034,4525.140121,4595.524506,4750.414875,4802.95876,4633.312923,5283.034459,6665.961242,8423.350987,10296.33979,11205.97134,11447.81687,13907.50338,15739.73541,13029.88338,13092.23376,14118.12263,12888.30459,13668.22605,14197.837,12503.68207,12839.58454,14278.8745,15938.8368
IBRD only,IBD,GDP per capita (current US$),NY.GDP.PCAP.CD,158.2757198,149.4478663,153.0067321,159.7115207,177.1391386,189.5085404,190.7205558,191.7886415,198.1094832,216.2716102,229.7648789,245.1979595,269.8265747,339.5705772,419.4302113,443.9002692,474.5538125,528.1080176,559.194315,657.9638914,762.1460846,812.2698836,790.9642359,764.0065018,771.1254218,799.3376009,817.9311753,822.204568,874.2979404,893.5129953,995.9305949,1056.004023,1037.295075,1095.503538,1180.589921,1308.800018,1411.201872,1474.286928,1415.615138,1357.320199,1457.784715,1462.502448,1469.217267,1636.171292,1926.133756,2279.41079,2675.635198,3292.688282,3913.330263,3759.577502,4520.904795,5288.379905,5566.435224,5825.141611,5957.2889,5569.060182,5547.990636,6052.038611,6383.675952
IDA & IBRD total,IBT,GDP per capita (current US$),NY.GDP.PCAP.CD,147.96119,141.3798849,145.3134108,152.7368933,166.0522518,178.342355,180.5997337,181.0758595,186.8591536,204.1377503,218.6634504,230.709833,251.3880039,312.1597796,388.3882785,415.7809659,441.5230382,488.4036731,519.5426262,608.1355399,703.2651939,780.0910244,752.6073026,709.4364114,704.9765063,727.478702,738.6746256,743.146923,783.9849417,795.6367871,880.7546502,927.2931617,906.1426705,946.2667667,1009.069113,1117.427204,1202.257215,1251.272729,1201.732681,1153.7128,1236.24192,1234.785192,1242.280659,1379.45153,1617.692583,1905.024278,2234.516469,2729.921878,3234.665328,3099.738116,3702.821785,4308.06761,4525.247981,4733.183711,4842.613872,4525.15739,4483.519404,4858.928339,5094.652626
IDA total,IDA,GDP per capita (current US$),NY.GDP.PCAP.CD,99.53753705,102.5859419,107.9406454,118.4802316,113.2433002,125.0202551,132.0696468,130.0057443,133.4203,146.6102409,165.7929172,162.4179195,165.1339264,184.9705255,244.4634432,285.4326315,289.8032808,307.7591008,340.1594093,384.9350901,441.7696454,633.4094859,581.5573145,473.4720304,423.6335266,424.9234152,408.6172599,416.2726165,413.8071323,394.2837762,409.3688165,405.0245117,379.449336,352.138789,332.2984593,371.6364249,397.7463673,402.2874802,397.738525,398.3363297,424.533635,410.7036782,432.0708229,474.5988829,544.3799123,618.6502404,739.0504839,846.1514606,992.8492791,948.6315599,1068.2047,1189.377261,1254.491417,1347.179597,1431.896646,1372.635332,1308.996752,1345.324333,1349.629432
IDA blend,IDB,GDP per capita (current US$),NY.GDP.PCAP.CD,99.0897866,103.394394,107.8511808,111.2937983,118.6537299,125.8708659,133.1219193,130.6302737,135.2575587,150.3003692,201.287518,181.5657963,197.8799976,205.3538689,289.7416753,324.1880428,382.0456388,388.638682,408.7529641,487.8886516,608.2431484,1140.327194,1012.584701,749.437739,623.2668667,604.1646727,529.0924068,528.1734751,531.5445344,499.527332,525.2124633,518.3915849,499.1497405,432.8130144,434.2787601,488.9753136,526.9924786,526.5339654,504.1613887,512.9516328,547.6484982,537.0638569,580.4349342,637.2545828,762.4537634,894.1584804,1127.292079,1272.083366,1478.564293,1348.866937,1537.548633,1733.9069,1864.973249,1981.713979,2125.490646,1973.224112,1787.140292,1733.460499,1783.299056
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,53.53729821,65.05304504,74.60209839,79.7145361,79.17818933,90.87617299,131.0249116,202.4953847,233.1166663,278.1966681,333.6943743,365.9158446,356.9213367,491.5795263,566.5776809,583.6698581,512.9591176,525.333963,516.9609933,474.8591605,442.2154673,481.7814823,530.0032456,585.07655,631.7828373,681.9383856,827.9053053,912.2032751,1026.39342,1137.410118,1063.712365,463.9481695,671.0986161,780.190201,748.2576157,900.1775757,1065.648539,1150.261315,1263.287321,1589.801489,1860.002763,2166.854167,2261.247224,3122.362815,3643.043936,3694.348946,3623.911582,3491.624791,3331.695128,3562.845756,3836.913814,3893.596078
IDA only,IDX,GDP per capita (current US$),NY.GDP.PCAP.CD,103.531753,105.968127,112.0456502,127.0972392,114.3592727,129.2247698,136.426002,134.5361043,137.3872633,150.0103698,151.6601911,157.4776028,152.4424264,180.0409067,227.2490671,273.4047574,246.2972941,271.2810688,311.865725,337.3896497,357.6679493,355.2449223,344.6348772,322.8608695,315.6161948,328.1357385,344.9439857,357.3121011,351.3418432,338.4706837,347.7426243,344.7956225,315.4789563,309.9695922,278.2702908,309.4659061,329.1781882,336.5320735,341.8653894,337.8825474,359.5979646,344.0879377,353.8854188,389.022454,429.8985325,474.2157809,535.7243409,623.0209268,738.8172001,740.9239464,823.4779359,904.086198,932.9598747,1013.073632,1065.618883,1056.805395,1060.144064,1147.046624,1126.027379
Isle of Man,IMN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12681.46956,14038.35065,15990.78835,18447.99714,20624.27674,20322.94615,21353.74416,24865.39576,29522.52365,35490.7994,37761.15048,42106.80118,54194.98641,70994.40895,65031.33187,69766.52119,77351.95888,76104.68137,80431.6728,88974.22865,81606.28003,79155.54167,,
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,82.18860398,85.35430322,89.88175884,101.1264306,115.5374998,119.3189201,89.99730812,96.33913895,99.87596699,107.6223204,112.4344962,118.6032449,122.9818668,143.7786915,163.4781151,158.0361755,161.0920956,186.2135058,205.693391,224.0010222,266.5778545,270.4706089,274.111338,291.2381171,276.6679653,296.4351586,310.4659425,340.4168398,354.1492601,346.1128956,367.5566181,303.0556126,316.9539355,301.1590114,346.1029586,373.766489,399.9500863,415.4938069,413.2989441,441.9987702,443.314204,451.5730119,470.9867972,546.7266276,627.7742623,714.8610803,806.7532837,1028.334759,998.5222694,1101.960919,1357.563701,1458.103145,1443.879529,1449.605912,1573.881492,1605.605431,1729.268021,1981.499045,2015.590485
Not classified,INX,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,685.6147124,739.2764064,797.0062884,852.1353017,965.1354227,1023.773726,1074.506506,1152.004952,1124.516636,1291.34992,1488.294699,1705.972597,2082.956833,2427.172299,2519.941695,2976.960967,2923.079668,3431.177511,4405.256092,5436.464875,6380.069479,5993.322936,6168.016347,5922.325869,5698.844161,6018.935061,8121.886273,9593.388295,10728.70368,11189.20059,14048.1062,14104.07829,15733.20398,14674.61457,15921.97484,19181.40045,20860.59699,22542.81077,24263.2448,26284.34198,26241.36461,28227.72753,32541.0986,41106.92527,47631.01066,50878.22361,54306.42932,61359.74138,61262.10056,52105.15248,48711.94993,51943.96318,48945.98023,51665.17831,55628.18271,61908.79453,63558.69793,68941.80665,77449.72049
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,191.6807812,196.9250818,203.4373167,208.1323615,221.3212371,248.3410727,264.9797001,287.0828325,318.9919657,350.9136062,384.9441235,468.956812,570.3505859,876.2685238,1453.73458,1581.930432,2017.411921,2315.892839,2168.870152,2427.465821,2441.440491,2499.98875,3008.145562,3583.329301,3568.655564,3805.582651,4244.691016,2617.70064,2318.464413,2197.956228,2214.327492,,,1067.307533,1185.686304,1569.255294,1932.804985,1804.336677,1723.835367,1756.896667,1670.00947,1909.412278,1911.678792,2253.936132,2756.198742,3246.051029,3774.357841,4904.666252,5630.442995,5677.888522,6603.212269,7818.057232,7927.647542,6111.440608,5608.602512,4916.085938,5265.906635,5627.749268,
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,231.0256489,245.0320539,254.7014337,250.78711,288.1635526,,,,312.8222774,313.8174456,330.8852017,376.8918748,388.1110241,468.8540124,1018.095783,1151.81763,1471.149412,1591.88086,1847.668681,2852.110683,3911.543576,2736.020466,2951.353149,2740.01007,3081.059775,3103.985593,2962.187228,3482.167598,3762.451489,3862.404509,10326.92166,,,,,,,,,,,,,,1391.963489,1855.522004,2373.214785,3182.947982,4636.610978,3853.940935,4657.280426,6045.495551,6836.027313,7076.87718,6818.804621,4989.803075,4649.468115,5143.661232,5878.038566
Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,1414.982269,1418.12587,1562.23073,1831.705656,2297.920643,2723.52095,3215.694178,3125.649492,2354.480027,2039.196295,2580.227702,3256.98818,4020.878454,5445.515546,7051.135101,6463.878862,7594.673997,9972.222525,11253.62579,12659.6417,14844.094,15160.00707,13732.34681,11689.35349,11977.51684,12379.76764,16430.7085,22486.93841,24488.72802,22468.06866,25423.07201,26843.2781,27165.04602,23615.239,24054.73467,26673.62532,27659.87612,27960.92221,30995.02875,32343.99294,32018.06325,28793.9599,32326.63774,39423.92732,47367.28186,56658.58959,56673.59304,69054.2708,56409.77346,41333.41987,43024.92384,47516.87574,45910.0209,49522.23697,54242.05468,52428.59576,61757.94931,71314.7742,73191.11632
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,1229.174748,1436.384439,1094.635848,1257.811405,1375.892256,1429.314605,1513.883606,1468.123862,1647.877274,1852.392539,2366.622622,2183.773944,2783.514269,3450.199442,4831.879016,4439.316482,4291.255322,4801.41317,4557.900451,5674.264966,6222.109689,6456.519456,6895.804686,7563.208575,7001.204873,6488.275224,7919.963987,9362.244855,11262.14559,11029.06663,12644.93012,13630.97021,14736.86296,14422.21853,15969.063,18077.30851,19299.96735,19640.56247,19404.05269,19103.91314,21027.78173,20293.73071,18423.50267,18955.83302,19876.91614,20549.67114,21830.04136,24894.27768,29548.06352,27713.44703,30659.12775,33701.2131,32543.45515,36344.31551,37733.59292,35855.27504,37371.62691,40543.58417,41613.99792
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,804.4926233,887.3367446,990.2601522,1126.019337,1222.54454,1304.453817,1402.442354,1533.692877,1651.939377,1813.388126,2099.914291,2298.004539,2662.326351,3194.679281,3609.201197,4093.446604,4019.795861,4588.414345,5591.991427,6967.227773,8429.023153,7597.688799,7531.597628,7806.739007,7714.185204,7964.328637,11277.69168,14187.77425,15692.72623,16332.60949,20757.08868,21884.10437,23166.80406,18676.95258,19273.84417,20596.38858,23020.09994,21779.62437,22252.35809,21936.82313,20051.24215,20400.81111,22196.50675,27387.22632,31174.56109,31959.26295,33410.74744,37698.78665,40640.18386,36976.84553,35849.3732,38334.68385,34814.12512,35370.27526,35396.66572,30170.5166,30830.92266,32155.20587,34318.35112
Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,429.2552004,453.056188,463.8902367,485.2463716,518.8141714,553.4497405,615.9657275,636.61804,593.6227731,644.056942,748.9574615,808.6356778,968.9674228,968.9591999,1188.553046,1410.448086,1443.057671,1561.730574,1255.729352,1137.026938,1238.83506,1356.016631,1474.2387,1593.184296,1029.137161,899.2567575,1168.099284,1383.765782,1602.198506,1832.758909,1897.686963,1668.98801,1434.710462,2175.456373,2159.841372,2580.736386,2879.658193,3241.234407,3359.005841,3362.200664,3384.694861,3431.416469,3599.973172,3469.151565,3725.109093,4089.198442,4321.043327,4633.944386,4917.718398,4316.231053,4696.841894,5100.396955,5206.906722,4964.832794,4817.925925,4892.897447,4842.045011,5060.544924,5355.582639
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,511.1016643,519.3739292,458.1267055,374.0842445,432.1452798,371.5727679,374.8884241,418.5784695,484.3359709,596.4204473,659.7757987,804.7998473,962.0097609,1163.009376,1420.562294,1644.257841,1778.872949,1825.826135,1841.874544,1783.722755,1721.980971,2122.96691,2157.100627,1927.555854,1241.699101,1166.610276,1155.233314,1335.285832,1334.230192,1414.33827,1466.044193,1463.886112,1494.509085,1600.397931,1619.53329,1651.622443,1720.358789,1802.057775,1876.26141,2044.962623,2183.396157,2513.031668,2735.38314,3388.803832,3477.978798,3656.453675,3775.519303,3827.294451,3952.340311,4047.553142,4097.411436,4109.574819,4168.641604,4247.768726
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,478.9953402,563.5867598,633.6403152,717.8669152,835.6572525,919.7766882,1058.503561,1228.90921,1450.619652,1669.0982,2037.559901,2272.077802,2967.041996,3997.84112,4353.824355,4659.120115,5197.806697,6335.787627,8821.843492,9105.136097,9465.379714,10361.32306,9578.113803,10425.40682,10984.86583,11584.64933,17111.85373,20745.25209,25051.85432,24813.29938,25359.34702,28925.04158,31464.54905,35765.91409,39268.56687,43440.36787,38436.92631,35021.71909,31902.7671,36026.55608,38532.04088,33846.46564,32289.35054,34808.39092,37688.72234,37217.64873,35433.98896,35275.22843,39339.29757,40855.17564,44507.67639,48167.99727,48603.47665,40454.44746,38109.41211,34524.46986,38794.33094,38331.9794,39286.73765
Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647.463231,1512.485066,1515.104059,1433.461534,1320.321622,1288.239052,1350.333866,1445.569414,1468.701798,1130.113592,1229.000958,1490.92709,1658.030785,2068.124118,2874.288291,3771.278957,5291.57565,6771.414797,8513.564645,7165.223175,9070.488253,11634.0019,12386.7,13890.63177,12807.26069,10510.77189,7714.841844,9030.318806,9331.04695
